"apple_id"	"nursery_id"
"1249"	617	7072
"1250"	617	7073
"1251"	621	7083
"1252"	621	7085
"1253"	622	7086
"1254"	622	7087
"1255"	624	7092
"1256"	624	7094
"1257"	627	7101
"1258"	627	7103
"1259"	628	7105
"1260"	628	7106
"1261"	629	7108
"1262"	629	7109
"1263"	630	7110
"1264"	630	7112
"1265"	631	7113
"1266"	631	7114
"1267"	632	7116
"1268"	632	7117
"1269"	632	7118
"1270"	634	7122
"1271"	634	7124
"1272"	637	7131
"1273"	637	7133
"1274"	638	7135
"1275"	638	7136
"1276"	641	7143
"1277"	641	7144
"1278"	642	7147
"1279"	642	7148
"1280"	643	7152
"1281"	643	7154
"1282"	1237	7164
"1283"	647	7168
"1284"	647	7169
"1285"	648	7170
"1286"	648	7171
"1287"	649	7173
"1288"	649	7174
"1289"	650	7177
"1290"	650	7178
"1291"	651	7180
"1292"	651	7181
"1293"	652	7182
"1294"	652	7183
"1295"	652	7184
"1296"	653	7185
"1297"	653	7186
"1298"	654	7188
"1299"	654	7189
"1300"	657	7200
"1301"	657	7202
"1302"	658	7204
"1303"	658	7205
"1304"	659	7206
"1305"	659	7208
"1306"	660	7209
"1307"	660	7210
"1308"	661	7213
"1309"	661	7214
"1310"	662	7215
"1311"	662	7216
"1312"	664	7221
"1313"	664	7223
"1314"	668	7234
"1315"	668	7235
"1316"	669	7237
"1317"	669	7238
"1318"	672	7246
"1319"	672	7247
"1320"	673	7248
"1321"	673	7250
"1322"	674	7251
"1323"	674	7253
"1324"	675	7254
"1325"	675	7255
"1326"	677	7260
"1327"	677	7262
"1328"	678	7263
"1329"	678	7264
"1330"	679	7267
"1331"	679	7268
"1332"	680	7269
"1333"	680	7271
"1334"	681	7272
"1335"	681	7273
"1336"	682	7275
"1337"	682	7277
"1338"	685	7284
"1339"	685	7285
"1340"	686	7287
"1341"	686	7289
"1342"	687	7290
"1343"	687	7291
"1344"	688	7293
"1345"	688	7295
"1346"	689	7297
"1347"	689	7298
"1348"	690	7299
"1349"	690	7300
"1350"	691	7303
"1351"	691	7304
"1352"	693	7308
"1353"	693	7310
"1354"	695	7314
"1355"	1216	13086
"1356"	1216	13087
"1357"	1216	13088
"1358"	1216	13089
"1359"	1216	13090
"1360"	1216	13091
"1361"	1216	13092
"1362"	1216	13093
"1363"	1216	13094
"1364"	1216	13095
"1365"	1216	13096
"1366"	1216	13097
"1367"	1216	13098
"1368"	1216	13099
"1369"	1216	13100
"1370"	1216	13101
"1371"	844	9112
"1372"	844	9113
"1373"	858	9153
"1374"	858	9155
"1375"	741	8136
"1376"	741	8137
"1377"	756	8180
"1378"	756	8181
"1379"	756	8182
"1380"	843	9108
"1381"	843	9110
"1382"	788	8276
"1383"	788	8278
"1384"	912	9318
"1385"	912	9319
"1386"	777	8243
"1387"	777	8244
"1388"	776	8240
"1389"	776	8241
"1390"	776	8242
"1391"	795	8297
"1392"	795	8299
"1393"	869	9186
"1394"	869	9188
"1395"	768	8216
"1396"	768	8218
"1397"	771	8225
"1398"	771	8227
"1399"	797	8303
"1400"	797	8305
"1401"	783	8261
"1402"	783	8263
"1403"	825	9054
"1404"	825	9055
"1405"	717	8064
"1406"	717	8065
"1407"	901	9286
"1408"	901	9287
"1409"	900	9282
"1410"	900	9283
"1411"	896	9267
"1412"	896	9269
"1413"	746	8150
"1414"	746	8151
"1415"	810	9009
"1416"	810	9011
"1417"	733	8111
"1418"	733	8112
"1419"	830	9069
"1420"	830	9071
"1421"	863	9169
"1422"	863	9170
"1423"	854	9141
"1424"	854	9142
"1425"	770	8223
"1426"	770	8224
"1427"	722	8079
"1428"	722	8080
"1429"	796	8300
"1430"	796	8302
"1431"	780	8252
"1432"	780	8253
"1433"	875	9204
"1434"	875	9206
"1435"	737	8123
"1436"	737	8125
"1437"	740	8133
"1438"	740	8134
"1439"	803	8321
"1440"	803	8322
"1441"	890	9250
"1442"	890	9251
"1443"	761	8195
"1444"	761	8197
"1445"	763	8202
"1446"	763	8203
"1447"	766	8210
"1448"	766	8212
"1449"	759	8189
"1450"	759	8191
"1451"	798	8307
"1452"	798	8308
"1453"	782	8259
"1454"	782	8260
"1455"	911	9315
"1456"	911	9316
"1457"	712	8048
"1458"	712	8050
"1459"	710	8042
"1460"	710	8043
"1461"	802	8318
"1462"	802	8319
"1463"	838	9093
"1464"	838	9094
"1465"	822	9045
"1466"	822	9046
"1467"	702	8018
"1468"	702	8020
"1469"	836	9088
"1470"	836	9089
"1471"	1223	13126
"1472"	1223	13127
"1473"	1223	13128
"1474"	1223	13130
"1475"	1223	13132
"1476"	1223	13135
"1477"	1223	13136
"1478"	1223	13137
"1479"	1223	13138
"1480"	1223	13139
"1481"	1223	13140
"1482"	1223	13141
"1483"	1223	13142
"1484"	1223	13143
"1485"	1223	13144
"1486"	1223	13145
"1487"	739	8129
"1488"	739	8131
"1489"	871	9192
"1490"	871	9193
"1491"	833	9079
"1492"	833	9080
"1493"	791	8286
"1494"	791	8287
"1495"	845	9115
"1496"	845	9116
"1497"	738	8127
"1498"	765	8208
"1499"	765	8209
"1500"	818	9033
"1501"	818	9034
"1502"	850	9130
"1503"	850	9131
"1504"	778	8246
"1505"	778	8247
"1506"	907	9304
"1507"	907	9305
"1508"	821	9042
"1509"	821	9043
"1510"	744	8144
"1511"	744	8146
"1512"	718	8067
"1513"	718	8068
"1514"	704	8024
"1515"	704	8025
"1516"	851	9132
"1517"	851	9134
"1518"	725	8087
"1519"	725	8089
"1520"	816	9027
"1521"	816	9029
"1522"	708	8036
"1523"	708	8037
"1524"	904	9294
"1525"	904	9296
"1526"	732	8108
"1527"	732	8110
"1528"	881	9222
"1529"	881	9223
"1530"	906	9300
"1531"	906	9301
"1532"	787	8273
"1533"	787	8274
"1534"	775	8237
"1535"	775	8239
"1536"	893	9258
"1537"	893	9259
"1538"	755	8177
"1539"	755	8178
"1540"	882	9225
"1541"	882	9226
"1542"	729	8100
"1543"	729	8101
"1544"	892	9255
"1545"	892	9256
"1546"	753	8171
"1547"	753	8173
"1548"	820	9039
"1549"	820	9041
"1550"	895	9264
"1551"	895	9265
"1552"	895	9266
"1553"	817	9030
"1554"	817	9032
"1555"	760	8193
"1556"	760	8194
"1557"	706	8030
"1558"	706	8031
"1559"	813	9018
"1560"	813	9019
"1561"	813	9020
"1562"	909	9310
"1563"	909	9311
"1564"	873	9198
"1565"	873	9199
"1566"	807	8333
"1567"	807	9002
"1568"	841	9102
"1569"	841	9103
"1570"	720	8073
"1571"	720	8074
"1572"	754	8174
"1573"	754	8175
"1574"	899	9279
"1575"	899	9281
"1576"	707	8033
"1577"	707	8034
"1578"	814	9022
"1579"	814	9023
"1580"	774	8234
"1581"	774	8235
"1582"	774	8236
"1583"	876	9207
"1584"	876	9209
"1585"	713	8051
"1586"	713	8053
"1587"	762	8198
"1588"	762	8199
"1589"	711	8045
"1590"	711	8046
"1591"	801	8315
"1592"	801	8316
"1593"	868	9183
"1594"	868	9185
"1595"	719	8070
"1596"	719	8071
"1597"	811	9012
"1598"	811	9014
"1599"	767	8213
"1600"	767	8214
"1601"	888	9243
"1602"	888	9245
"1603"	727	8093
"1604"	727	8094
"1605"	727	8095
"1606"	828	9064
"1607"	828	9065
"1608"	1094	11200
"1609"	1094	11202
"1610"	1116	11266
"1611"	1116	11267
"1612"	1043	11044
"1613"	1043	11046
"1614"	918	10013
"1615"	918	10015
"1616"	1004	10274
"1617"	1004	10276
"1618"	915	10004
"1619"	915	10006
"1620"	1049	11062
"1621"	1049	11064
"1622"	1017	10313
"1623"	1017	10315
"1624"	949	10106
"1625"	949	10108
"1626"	1102	11224
"1627"	1102	11225
"1628"	1121	11281
"1629"	1121	11283
"1630"	977	10190
"1631"	977	10191
"1632"	1054	11077
"1633"	1054	11078
"1634"	995	10247
"1635"	995	10248
"1636"	948	10103
"1637"	948	10104
"1638"	1098	11213
"1639"	1098	11214
"1640"	1060	11095
"1641"	1060	11096
"1642"	1039	11032
"1643"	1039	11033
"1644"	1007	10284
"1645"	1007	10285
"1646"	1069	11125
"1647"	1069	11127
"1648"	1085	11174
"1649"	1085	11175
"1650"	1103	11227
"1651"	1103	11228
"1652"	1122	11284
"1653"	1122	11286
"1654"	1023	10331
"1655"	1023	10332
"1656"	1021	10325
"1657"	1021	10326
"1658"	1010	10292
"1659"	1010	10293
"1660"	1010	10294
"1661"	1120	11278
"1662"	1120	11280
"1663"	946	10098
"1664"	946	10099
"1665"	1044	11047
"1666"	1044	11048
"1667"	1230	10003
"1668"	958	10133
"1669"	958	10134
"1670"	986	10220
"1671"	986	10222
"1672"	966	10157
"1673"	966	10158
"1674"	962	10146
"1675"	962	10147
"1676"	1016	10310
"1677"	1016	10311
"1678"	929	10046
"1679"	929	10047
"1680"	929	10048
"1681"	916	10007
"1682"	916	10008
"1683"	916	10009
"1684"	1109	11245
"1685"	1109	11247
"1686"	1078	11152
"1687"	1078	11153
"1688"	1012	10298
"1689"	1012	10300
"1690"	990	10232
"1691"	990	10233
"1692"	999	10259
"1693"	999	10261
"1694"	1070	11129
"1695"	1070	11130
"1696"	1115	11263
"1697"	1115	11264
"1698"	925	10035
"1699"	925	10036
"1700"	971	10172
"1701"	971	10173
"1702"	1118	11272
"1703"	1118	11274
"1704"	1029	11002
"1705"	1029	11003
"1706"	1050	11066
"1707"	1050	11067
"1708"	952	10116
"1709"	952	10117
"1710"	1035	11020
"1711"	1035	11022
"1712"	1073	11137
"1713"	1073	11139
"1714"	1112	11254
"1715"	1112	11255
"1716"	1089	11185
"1717"	1089	11186
"1718"	1089	11187
"1719"	937	10070
"1720"	937	10071
"1721"	1114	11260
"1722"	1114	11261
"1723"	1114	11262
"1724"	931	10052
"1725"	931	10054
"1726"	940	10079
"1727"	940	10080
"1728"	940	10081
"1729"	1015	10307
"1730"	1015	10308
"1731"	984	10215
"1732"	984	10216
"1733"	920	10019
"1734"	920	10021
"1735"	934	10061
"1736"	934	10063
"1737"	1113	11257
"1738"	1113	11258
"1739"	1113	11259
"1740"	970	10170
"1741"	970	10171
"1742"	1008	10286
"1743"	1008	10287
"1744"	1014	10304
"1745"	1014	10305
"1746"	1084	11170
"1747"	1084	11172
"1748"	1000	10262
"1749"	1000	10263
"1750"	965	10154
"1751"	965	10155
"1752"	1051	11068
"1753"	1051	11069
"1754"	1051	11070
"1755"	947	10100
"1756"	947	10102
"1757"	1082	11165
"1758"	1082	11166
"1759"	1024	10334
"1760"	1024	10335
"1761"	1065	11113
"1762"	1065	11114
"1763"	1087	11179
"1764"	1087	11181
"1765"	969	10166
"1766"	969	10167
"1767"	983	10212
"1768"	983	10213
"1769"	1009	10289
"1770"	1009	10290
"1771"	1009	10291
"1772"	1025	10337
"1773"	1025	10339
"1774"	972	10175
"1775"	972	10176
"1776"	991	10235
"1777"	991	10236
"1778"	1003	10271
"1779"	1003	10273
"1780"	1052	11071
"1781"	1052	11073
"1782"	985	10217
"1783"	985	10219
"1784"	1107	11239
"1785"	1107	11240
"1786"	981	10205
"1787"	981	10206
"1788"	998	10256
"1789"	998	10257
"1790"	914	9324
"1791"	914	9325
"1792"	1081	11161
"1793"	1081	11162
"1794"	1036	11023
"1795"	1036	11025
"1796"	1119	11276
"1797"	1119	11277
"1798"	1126	11296
"1799"	1126	11298
"1800"	936	10067
"1801"	936	10068
"1802"	1111	11251
"1803"	1111	11252
"1804"	1100	11218
"1805"	1100	11219
"1806"	935	10065
"1807"	935	10066
"1808"	1071	11131
"1809"	1071	11132
"1810"	1048	11059
"1811"	1048	11061
"1812"	1019	10319
"1813"	1019	10320
"1814"	1055	11080
"1815"	1055	11082
"1816"	938	10074
"1817"	938	10075
"1818"	1106	11237
"1819"	1106	11238
"1820"	987	10223
"1821"	987	10225
"1822"	1037	11026
"1823"	1037	11027
"1824"	1037	11028
"1825"	1096	11206
"1826"	1096	11207
"1827"	975	10184
"1828"	975	10185
"1829"	968	10163
"1830"	968	10164
"1831"	982	10209
"1832"	982	10210
"1833"	1083	11167
"1834"	1083	11169
"1835"	941	10083
"1836"	941	10084
"1837"	1011	10295
"1838"	1011	10297
"1839"	1105	11233
"1840"	1105	11234
"1841"	1105	11235
"1842"	1125	11294
"1843"	1125	11295
"1844"	956	10127
"1845"	956	10128
"1846"	950	10109
"1847"	950	10110
"1848"	988	10226
"1849"	988	10227
"1850"	1104	11231
"1851"	1104	11232
"1852"	917	10010
"1853"	917	10011
"1854"	1059	11092
"1855"	1059	11093
"1856"	989	10229
"1857"	989	10231
"1858"	1193	13016
"1859"	1193	13018
"1860"	1174	12107
"1861"	1174	12108
"1862"	1168	12089
"1863"	1168	12090
"1864"	1142	12007
"1865"	1142	12009
"1866"	1146	12019
"1867"	1146	12021
"1868"	1150	12032
"1869"	1150	12033
"1870"	1210	13067
"1871"	1210	13068
"1872"	1129	11305
"1873"	1129	11307
"1874"	1197	13029
"1875"	1197	13030
"1876"	1213	13077
"1877"	1213	13078
"1878"	1187	12146
"1879"	1187	12147
"1880"	1205	13052
"1881"	1205	13054
"1882"	1140	12002
"1883"	1140	12003
"1884"	1131	11312
"1885"	1131	11313
"1886"	1147	12023
"1887"	1147	12024
"1888"	1196	13025
"1889"	1196	13027
"1890"	1153	12040
"1891"	1153	12042
"1892"	1195	13023
"1893"	1195	13024
"1894"	1207	13059
"1895"	1207	13060
"1896"	1206	13055
"1897"	1206	13056
"1898"	1148	12025
"1899"	1148	12027
"1900"	1141	12005
"1901"	1141	12006
"1902"	1211	13071
"1903"	1211	13072
"1904"	1165	12080
"1905"	1165	12081
"1906"	1170	12094
"1907"	1170	12095
"1908"	1170	12096
"1909"	1160	12061
"1910"	1160	12063
"1911"	1212	13073
"1912"	1212	13075
"1913"	1171	12097
"1914"	1171	12099
"1915"	1163	12074
"1916"	1163	12075
"1917"	1189	13005
"1918"	1189	13006
"1919"	1159	12058
"1920"	1159	12060
"1921"	1167	12085
"1922"	1167	12086
"1923"	1132	11314
"1924"	1132	11316
"1925"	1162	12067
"1926"	1162	12068
"1927"	1155	12046
"1928"	1155	12048
"1929"	695	7315
"1930"	698	8006
"1931"	698	8007
"1932"	700	8013
"1933"	700	8014
"1934"	703	8021
"1935"	703	8023
"1936"	705	8028
"1937"	705	8029
"1938"	709	8039
"1939"	709	8041
"1940"	714	8055
"1941"	714	8056
"1942"	715	8058
"1943"	715	8059
"1944"	716	8061
"1945"	716	8062
"1946"	723	8081
"1947"	723	8082
"1948"	724	8084
"1949"	724	8086
"1950"	726	8090
"1951"	726	8091
"1952"	728	8096
"1953"	728	8097
"1954"	730	8102
"1955"	730	8103
"1956"	731	8105
"1957"	731	8106
"1958"	742	8138
"1959"	742	8139
"1960"	742	8140
"1961"	743	8142
"1962"	743	8143
"1963"	745	8148
"1964"	745	8149
"1965"	749	8159
"1966"	749	8161
"1967"	751	8165
"1968"	751	8167
"1969"	752	8168
"1970"	752	8169
"1971"	757	8183
"1972"	757	8185
"1973"	764	8204
"1974"	764	8206
"1975"	769	8219
"1976"	769	8221
"1977"	772	8228
"1978"	772	8230
"1979"	773	8231
"1980"	773	8232
"1981"	779	8249
"1982"	779	8250
"1983"	781	8256
"1984"	781	8257
"1985"	785	8267
"1986"	785	8268
"1987"	786	8271
"1988"	786	8272
"1989"	789	8279
"1990"	789	8281
"1991"	790	8282
"1992"	790	8283
"1993"	790	8284
"1994"	793	8292
"1995"	793	8293
"1996"	794	8294
"1997"	794	8296
"1998"	799	8309
"1999"	799	8311
"2000"	800	8312
"2001"	800	8314
"2002"	804	8324
"2003"	804	8325
"2004"	806	8331
"2005"	806	8332
"2006"	808	9003
"2007"	808	9004
"2008"	809	9006
"2009"	809	9008
"2010"	823	9048
"2011"	823	9050
"2012"	826	9058
"2013"	826	9059
"2014"	827	9060
"2015"	827	9061
"2016"	827	9062
"2017"	829	9066
"2018"	829	9067
"2019"	831	9072
"2020"	831	9073
"2021"	832	9075
"2022"	832	9076
"2023"	834	9081
"2024"	834	9083
"2025"	835	9084
"2026"	835	9085
"2027"	837	9092
"2028"	839	9097
"2029"	839	9098
"2030"	840	9099
"2031"	840	9101
"2032"	848	9123
"2033"	848	9125
"2034"	849	9126
"2035"	849	9128
"2036"	852	9135
"2037"	852	9136
"2038"	853	9139
"2039"	853	9140
"2040"	855	9144
"2041"	855	9145
"2042"	855	9146
"2043"	856	9147
"2044"	856	9149
"2045"	857	9150
"2046"	857	9152
"2047"	859	9156
"2048"	859	9157
"2049"	860	9160
"2050"	860	9161
"2051"	861	9163
"2052"	861	9164
"2053"	862	9165
"2054"	862	9166
"2055"	864	9171
"2056"	864	9173
"2057"	866	9177
"2058"	866	9179
"2059"	867	9180
"2060"	867	9181
"2061"	870	9189
"2062"	870	9190
"2063"	872	9195
"2064"	872	9196
"2065"	874	9201
"2066"	874	9203
"2067"	877	9210
"2068"	877	9212
"2069"	878	9213
"2070"	878	9214
"2071"	879	9216
"2072"	879	9218
"2073"	880	9219
"2074"	880	9221
"2075"	885	9234
"2076"	885	9235
"2077"	889	9246
"2078"	889	9248
"2079"	891	9252
"2080"	891	9253
"2081"	894	9262
"2082"	894	9263
"2083"	897	9270
"2084"	897	9271
"2085"	1222	9273
"2086"	1222	9275
"2087"	898	9276
"2088"	898	9277
"2089"	902	9289
"2090"	902	9290
"2091"	903	9291
"2092"	903	9293
"2093"	905	9298
"2094"	905	9299
"2095"	908	9307
"2096"	908	9308
"2097"	910	9312
"2098"	910	9313
"2099"	913	9321
"2100"	913	9323
"2101"	919	10017
"2102"	919	10018
"2103"	921	10022
"2104"	921	10024
"2105"	922	10026
"2106"	922	10027
"2107"	923	10028
"2108"	923	10029
"2109"	924	10031
"2110"	924	10033
"2111"	926	10037
"2112"	926	10039
"2113"	927	10041
"2114"	927	10042
"2115"	928	10043
"2116"	928	10044
"2117"	930	10049
"2118"	930	10050
"2119"	932	10055
"2120"	932	10057
"2121"	933	10058
"2122"	933	10060
"2123"	939	10077
"2124"	939	10078
"2125"	942	10085
"2126"	942	10086
"2127"	943	10088
"2128"	943	10090
"2129"	944	10091
"2130"	944	10093
"2131"	945	10094
"2132"	945	10095
"2133"	953	10118
"2134"	953	10120
"2135"	954	10121
"2136"	954	10122
"2137"	959	10136
"2138"	959	10137
"2139"	960	10139
"2140"	960	10140
"2141"	964	10151
"2142"	964	10152
"2143"	967	10161
"2144"	967	10162
"2145"	973	10178
"2146"	973	10179
"2147"	973	10180
"2148"	976	10187
"2149"	976	10189
"2150"	1229	10193
"2151"	1229	10195
"2152"	978	10196
"2153"	978	10197
"2154"	979	10200
"2155"	979	10201
"2156"	980	10202
"2157"	980	10203
"2158"	980	10204
"2159"	994	10244
"2160"	994	10245
"2161"	996	10250
"2162"	996	10251
"2163"	997	10253
"2164"	997	10254
"2165"	1001	10265
"2166"	1001	10267
"2167"	1002	10268
"2168"	1002	10269
"2169"	1013	10301
"2170"	1013	10303
"2171"	1018	10316
"2172"	1018	10317
"2173"	1022	10328
"2174"	1022	10329
"2175"	1026	10341
"2176"	1026	10342
"2177"	1030	11005
"2178"	1030	11006
"2179"	1031	11009
"2180"	1031	11010
"2181"	1032	11012
"2182"	1032	11013
"2183"	1033	11014
"2184"	1033	11015
"2185"	1034	11017
"2186"	1034	11018
"2187"	1041	11038
"2188"	1041	11040
"2189"	1042	11041
"2190"	1042	11042
"2191"	1046	11053
"2192"	1046	11054
"2193"	1047	11057
"2194"	1047	11058
"2195"	1053	11074
"2196"	1053	11075
"2197"	1056	11084
"2198"	1056	11085
"2199"	1057	11086
"2200"	1057	11087
"2201"	1057	11088
"2202"	1058	11089
"2203"	1058	11091
"2204"	1061	11098
"2205"	1061	11099
"2206"	1061	11100
"2207"	1062	11102
"2208"	1062	11103
"2209"	1063	11107
"2210"	1063	11108
"2211"	1064	11110
"2212"	1064	11112
"2213"	1066	11116
"2214"	1066	11118
"2215"	1067	11119
"2216"	1067	11121
"2217"	1068	11122
"2218"	1068	11124
"2219"	1072	11134
"2220"	1072	11135
"2221"	1074	11140
"2222"	1074	11141
"2223"	1075	11143
"2224"	1075	11144
"2225"	1077	11150
"2226"	1077	11151
"2227"	1079	11155
"2228"	1079	11156
"2229"	1079	11157
"2230"	1080	11158
"2231"	1080	11160
"2232"	1086	11176
"2233"	1086	11178
"2234"	1088	11182
"2235"	1088	11184
"2236"	1090	11189
"2237"	1090	11190
"2238"	1093	11197
"2239"	1093	11199
"2240"	1095	11204
"2241"	1095	11205
"2242"	1097	11209
"2243"	1097	11210
"2244"	1099	11215
"2245"	1099	11217
"2246"	1101	11221
"2247"	1101	11222
"2248"	1108	11242
"2249"	1108	11244
"2250"	1110	11248
"2251"	1110	11249
"2252"	1110	11250
"2253"	1123	11287
"2254"	1123	11289
"2255"	1124	11290
"2256"	1124	11291
"2257"	1127	11299
"2258"	1127	11301
"2259"	1130	11308
"2260"	1130	11309
"2261"	1133	11317
"2262"	1133	11319
"2263"	1134	11320
"2264"	1134	11321
"2265"	1135	11323
"2266"	1135	11324
"2267"	1136	11326
"2268"	1136	11328
"2269"	1137	11329
"2270"	1137	11331
"2271"	1138	11333
"2272"	1138	11334
"2273"	1139	11335
"2274"	1139	11336
"2275"	1139	11337
"2276"	1143	12010
"2277"	1143	12011
"2278"	1144	12013
"2279"	1144	12015
"2280"	1145	12017
"2281"	1145	12018
"2282"	1149	12028
"2283"	1149	12030
"2284"	1151	12034
"2285"	1151	12036
"2286"	1152	12037
"2287"	1152	12039
"2288"	1154	12044
"2289"	1154	12045
"2290"	1156	12049
"2291"	1156	12050
"2292"	1156	12051
"2293"	1157	12052
"2294"	1157	12054
"2295"	1158	12055
"2296"	1158	12057
"2297"	1161	12064
"2298"	1161	12066
"2299"	1239	12070
"2300"	1239	12071
"2301"	1164	12076
"2302"	1164	12078
"2303"	1169	12092
"2304"	1169	12093
"2305"	1172	12100
"2306"	1172	12101
"2307"	1173	12103
"2308"	1173	12104
"2309"	1175	12109
"2310"	1175	12111
"2311"	1176	12113
"2312"	1176	12114
"2313"	1177	12115
"2314"	1177	12116
"2315"	1177	12117
"2316"	1184	12137
"2317"	1184	12138
"2318"	1185	12140
"2319"	1185	12141
"2320"	1186	12143
"2321"	1186	12144
"2322"	1190	13008
"2323"	1190	13009
"2324"	1192	13013
"2325"	1192	13014
"2326"	1194	13019
"2327"	1194	13020
"2328"	1198	13031
"2329"	1198	13032
"2330"	1199	13034
"2331"	1199	13035
"2332"	1200	13037
"2333"	1200	13038
"2334"	1201	13040
"2335"	1201	13042
"2336"	1209	13064
"2337"	1209	13066
"2338"	1215	13082
"2339"	1215	13084
"2340"	1232	13106
"2341"	1232	13107
"2342"	1232	13108
"2343"	1232	13109
"2344"	1232	13110
"2345"	1232	13111
"2346"	1232	13112
"2347"	1232	13113
"2348"	1232	13114
"2349"	1232	13115
"2350"	1232	13116
"2351"	1232	13117
"2352"	1232	13118
"2353"	1232	13119
"2354"	1232	13123
"2355"	1232	13124
"2356"	1232	13125
